id,company_name,establishment_name,ein,street_address,city,state,zip_code,naics_code,industry_description,annual_average_employees,total_hours_worked,no_injuries_illnesses,total_deaths
1441224,McGrath Five INC,Fortuna Grocery Outlet,465468379,1085 South Fortuna BLVD,Fortuna,CA,95540,445110, Grocery stores ,34,66703,2,0
1441225,Phoenix Wood Products,Ashburn,,1009 Sylvia Drive,Ashburn,GA,31714,321920," Skids and pallets, wood or wood and metal combination, manufacturing ",90,206709,1,0
1441226,Daifuku America,Ohio Office,363224941,6700 Tussing Road,Reynoldsburg,OH,43068,333922, Overhead conveyors manufacturing ,148,297832,1,0
1441227,North East Transportation,Watertown Bus Maintenance Facility,60474090,761 Frost Bridge Rd,Watertown,CT,6795,485113, City bus services (except mixed mode) ,151,373174,1,0
1441228,H & H Earthworks.com,Main Office - 01,,350 Pollywog Ln ,Belgrade ,MT,59714,237110,Construction / Excavation,25,33624,1,0
1441229,T & R Electric Supply Co. Inc.,T & R Electric Supply Co. Inc.,460283047,308 SW 3rd Street,Colman,SD,57017,423610," Power transmission equipment, electrical, merchant wholesalers ",201,371137,1,0
1441230,EAST TEXAS UMS LLC,Beaumont and surrounding areas,261780941,102 Sampson St,Houston,TX,77003,811192,811192 Car Washes,51,90150,1,0
1441231,Daifuku America,Michigan Office,,30100 Cabot Drive,Novi,MI,48377,333922, Overhead conveyors manufacturing ,72,143952,2,0
1441232,"Wes Olson Trucking, Inc","Wes Olson Trucking, Inc.",820466291,1424 Baldy Mountain Road,Sandpoint,ID,83864,484220," Log hauling, local ",26,54080,1,0
1441233,L&P Nyberg,Durand Fresh Market,823448483,520 W. Main St.,Durand,WI,54736,445110, Grocery stores ,42,47487,1,0
1441234,TEXAS UMS LLC,Management,208565204,102 Sampson St,Houston,TX,77003,811192,811192 Car Washes,28,50200,1,0
1441235,"Central Florida Electric Cooperative, Inc.","Central Florida Electric Cooperative, Inc.",590188973,11491 NW 50TH AVENUE,Chiefland,FL,32626,221122, Distribution of electric power ,102,193383,1,0
1441236,Prairie Ag Partners,Oldham Elevator,460156559,100 S. Railroad Ave,Oldham ,SD,57051,424510, Grain elevators merchant wholesalers grain ,3,7800,2,0
1441237,"M & M Coastal Manufacturing, Inc.","M & M Coastal Manufacturing, Inc.",760692805,8700 Hirsch Rd,Houston,TX,77016,332311," Buildings, prefabricated metal, manufacturing ",80,143000,1,0
1441238,Prairie Ag Partners,Lake Preston Soil Center,460156559,20817 441 Ave,Lake Preston,SD,57249,424910, Fertilizer and fertilizer materials merchant wholesalers ,20,52000,2,0
1441239,Prairie Ag Partners,Lake Preston Farm Supply,460156559,101 Main Ave N,Lake Preston,SD,57249,447110, Gasoline stations with convenience stores ,10,26000,1,0
1441240,Prairie Ag Partners,Lake Preston Elevator,460156559,106 2nd St NW,Lake Preston,SD,57249,424510, Grain elevators merchant wholesalers grain ,8,20800,1,0
1441241,Prairie Ag Partners,Prairie Ag Partners Main Office,460156559,100 Main Ave S,Lake Preston,SD,57249,424510, Grain elevators merchant wholesalers grain ,4,10400,2,0
1441242,Daifuku America Corporation,Carlisle,363224941,156 Webb Forging Road,Carlisle,SC,29031,332111," Ferrous forgings made from purchased iron or steel, unfinished ",37,73320,2,0
1441243,Prairie Ag Partners,DeSmet Elevator,460156559,107 Prairie Ave NW,DeSmet,SD,57231,424510, Grain elevators merchant wholesalers grain ,5,13000,2,0
1441244,Prairie Ag Partners,Carthage Elevator,460156559,441 E. Main St,Carthage,SD,57323,424510, Grain elevators merchant wholesalers grain ,3,6000,2,0
1441245,diamond door,ohio custom door,,9141 county road 201 fredricksburg OH 44627,Fredericksburg,OH,44627,321911," Door jambs, wood, manufacturing ",20,44170,1,0
1441246,Prairie Ag Partners,Bancroft Elevator,460156559,200 Main Ave,Bancroft,SD,57212,424510, Grain elevators merchant wholesalers grain ,4,10400,2,0
1441247,THE GATES CORPORATION,THE GATES CORPORATION,,1801 N LINCOLN,SILOAM SPRINGS,AR,72761,326220," Belting, rubber (e.g., conveyor, elevator, transmission), manufacturing ",683,1198020,1,0
1441248,Prairie Ag Partners,Badger Elevator,460156559,109 S. 5th Ave,Badger,SD,57214,424510, Grain elevators merchant wholesalers grain ,4,10400,2,0
1441249,Prairie Ag Partners,Arlington Elevator,460156559,106 N. Main St.,Arlington,SD,57212,424510, Grain merchant wholesalers ,9,23400,1,0
1441250,NORTH TEXAS UMS LLC,DFW area,204528079,3231 E.  Abram St.,Arlington,TX,76010,811192,811192 Car Washes,218,500586,1,0
1441251,Petri Pest Control Services,Petri Pest Control Services,591705745,737 SW 9th Terrace,Pompano Beach,FL,33069,561710," Pest control (except agricultural, forestry) services ",65,135200,1,0
1441252,Kenworth Sales,Lewiston,870222780,1643 Old Spiral Highway,Lewiston,ID,83501,441110," Light utility truck dealers, new only or new and used ",30,62400,1,0
1441253,SOUTH TEXAS UMS LLC,Houston and surrounding areas,204524798,102 Sampson St,Houston,TX,77003,811192,811192 Car Washes,194,395197,1,0
1441254,"AHF, LLC",AHF Products,620435299,1040 Turkey Creek Road,Dickson,TN,37055,493110, General warehousing and storage ,23,62552,1,0
1441255,"Foremost Pipeline, Inc.","Foremost Pipeline, Inc.",,386 Frontage Road,Gaston,SC,29053,237110," Construction management, water and sewer line ",207,460854,1,0
1441256,Greg's Roofing Inc.,"Gregs Roofing, Inc.",592117742,545 Parque Dr.,Ormond Beach,FL,32174,238160, Roofing contractors ,20,42273,1,0
1441257,"EnvirOx, LLC","EnvirOx, LLC",371389449,1938 E. Fairchild St.,Danville,IL,61832,325612," Disinfectants, household-type and industrial, manufacturing ",40,63928,2,0
1441258,Kenworth Sales,Pasco,870222780,2402 N. Commercial Ave.,Pasco,WA,99301,441110," Light utility truck dealers, new only or new and used ",30,62400,1,0
1441259,Rayburn Country Electric Cooperative Inc.,Rayburn Country Electric Cooperative Inc.,751668526,950 Sids Rd. ,Rockwall,TX,75032,221121, Transmission of electric power ,45,88606,1,0
1441260,,"Tradepoint Atlantic, LLC",364791344,1600 Sparrows Point Boulevard,Baltimore,MD,21219,531120, Lessors of nonresidential buildings (except miniwarehouses) ,56,113539,2,0
1441261,"C. Raymond Davis & Sons, Inc.",CRD,231940018,2124 Kimberton Road,Kimberton,PA,19442,236220," Addition, alteration and renovation general contractors, commercial and institutional building ",33,62607,2,0
1441262,Buffalo Gap Insturmentation,Buffalo Gap Instrumentation,,325 North West Street,Buffalo Gap,TX,79506,238210, Electrical contractors ,186,440766,2,0
1441263,"Jacob Transportation Services, LLC",Executive Las Vegas,201352255,3950 West Tompkins Ave,Las Vegas,NV,89103,485320, Limousines for hire with driver (except taxis) ,142,77483,1,0
1441264,Atlas Excavating Inc.,"Atlas Excavating, Inc.",, 4740 Swisher Road,West Lafayette,IN,47906,237110, Sanitary sewer construction ,110,222029,1,0
1441265,"Cowan Systems, LLC. ",Coke Northeast,208004972,"471 Main Street																	",East Harford,CT,6118,484121," General freight trucking, long-distance, truckload (TL) ",38,73000,1,0
1441266,The Threshold Inc.,2 - LVS,391102430,2380 W Washington Street,West Bend,WI,53095,624310," Vocational rehabilitation or habilitation services (e.g., job counseling, job training, work experience) ",71,97673,1,0
1441267,The Threshold Inc.,1 - Rolfs,391102430,600 Rolfs Avenue,West Bend,WI,53093,624310," Vocational rehabilitation or habilitation services (e.g., job counseling, job training, work experience) ",51,79076,1,0
1441268,,"Maryland Materials Management, LLC",843437671,1600 Sparrows Point Boulevard,Baltimore,MD,21219,238910," Excavating, earthmoving, or land clearing contractors ",49,106061,1,0
1441269,Kenworth Sales,Missoula,870222780,8295 Highway 10 West,Missoula,MT,59808,441110," Light utility truck dealers, new only or new and used ",38,79040,1,0
1441270,"Worthington Farms, Inc.","Worthington Farms, Inc.",,3661 Ballards Crossroads Rd,Greenville,NC,27834,111421, Nursery with tree production (except for reforestation) ,76,184032,1,0
1441271,,"D.W. Wilburn, Inc.",611101086,153 Blue Sky Pkwy,Lexington,KY,40509,236220, Commercial building construction general contractors ,63,124379,2,0
1441272,"Stepworks Recovery Centers, LLC","Stepworks of Elizabethtown, Crowne Pointe",471447625,1111 Crowne Pointe Drive,Elizabethtown,KY,42701,623220," Substance abuse facilities, residential ",17,32299,1,0
1441273,"Alois Roofing & Sheet Metal, LLC",Alois Roofing,900130347,2149 S. 116th Street,West Allis,WI,53227,238160, Roofing contractors ,15,25790,1,0
1441274,"Construct 1 One, Corp","Construct 1 One, Corp",330630523,9221 Irvine Blvd.,Irvine,CA,92618,236220, School building construction ,9,31660,2,0
1441275,Holman Logistics,Holman Logistics - DuPont,911065515,2900 Center Drive,DuPont,WA,98327,493110, General warehousing and storage ,58,144450,1,0
1441276,"Sunland Construction, Inc.","Sunland Construction, Inc.",,P O Box 1087  2532 Aymond Street,Eunice,LA,70535,237120," Compressor, metering and pumping station, gas and oil pipeline, construction ",860,2579072,1,0
1441277,"Circle, Inc.","Circle, Inc.",,2756 Whiting Road,Burlington,WI,53105,322299," Paper products (except office supply), die-cut, made from purchased paper or paperboard ",43,87592,1,0
1441278,Atlas Paving Company,Atlas Paving Company,730655143,3800 NW 8th Street,Oklahoma City,OK,73107,237310, Road construction ,36,89117,1,0
1441279,Arnold Magnetic Technology,Arnold Electromagnets,360746900,601 West First Street,Ogallala,NE,69153,335999," Amplifiers, magnetic, pulse, and maser, manufacturing ",22,44995,2,0
1441280,"Cedar Valley Corp., LLC","Cedar Valley Corp., LLC",420987141,2637 Wagner Road,Waterloo,IA,50703,237310," Concrete paving (i.e., highway, road, street, public sidewalk) ",131,134379,1,0
1441281,Industrial Heater Corporation,Industrial Heater Corporation,61317742,30 Knotter Drive,Cheshire,CT,6410,333994," Metal melting furnaces, industrial, manufacturing ",38,60112,1,0
1441282,Plasma Processes,Plasma Processes,273812665,4914 Moors Mill Rd ,Huntsville ,AL,35811,332812, Coating metals and metal products for the trade ,51,96928,2,0
1441283,Kenworth Sales,Spokane,870222780,6420 East Broadway Ave.,Spokane,WA,99220,441110," Light utility truck dealers, new only or new and used ",102,212160,1,0
1441284,Arnold Magnetic Technology,Flexmag Industries ,360746900,107 Industry Road,Marietta,OH,45750,326291," Extruded, molded or lathe-cut rubber goods manufacturing ",47,85896,2,0
1441285,Ryder Transportation,FMS 1117,590747035,888 East Airtex Drive,houston,TX,77336,811310, Commercial and industrial machinery repair and maintenance services ,39,78000,2,0
1441286,Talon Industries,Main Office,752723520,1104 Enterprise Place,Arlington,TX,76001,237120," Compressor, metering and pumping station, gas and oil pipeline, construction ",33,76780,1,0
1441287,Industrial Chemicals Inc.,Jonesboro,630583643,7536 Jonesboro Rd.,Jonesboro,GA,30236,424690, Industrial chemicals merchant wholesalers ,21,43680,1,0
1441288,Arnold Magnetic Technology,FlexMag - Norfolk,360746900,1000 Magnet Drive,Norfolk,NE,68701,326291," Extruded, molded or lathe-cut rubber goods manufacturing ",17,24052,2,0
1441289,TAC SUMMIT LLC,T.A.C. Inc.,200610517,7625 W. 59th St.,Summit,IL,60501,562998," Tank cleaning and disposal services, commercial or industrial ",37,76485,1,0
1441290,Menzner Hardwoods 105 Main St. Marathon WI.,Menzner Hardwoods ,,105 Main St. ,Marathon ,WI,54448,321911," Doors, wood and covered wood, manufacturing ",298,619840,1,0
1441291,"Don Carlos Allen, Inc.","DCA Construction, LP",208090562,"8868 Research Blvd., Suite 500",Austin,TX,78758,236220, Commercial building construction general contractors ,15,28479,2,0
1441292,"Auld & White Constructors, LLC","Auld & White Constructors, LLC",203774396,"4168 Southpoint Parkway, Suite 101",Jacksonville,FL,32216,236220," Addition, alteration and renovation for-sale builders, commercial and institutional building ",140,302124,1,0
1441293,"E-J Industries, Inc",Keith Weitzman,362155023,1275 S. Campbell Ave.,Chicago,IL,60608,337127," Furniture, restaurant-type, manufacturing ",46,88128,1,0
1441294,"Toray Composite Materials America, Inc",Toray Composite Materials America Decatur Plant ,911560472,2030 Hwy 20 ,Decatur,AL,35601,335991," Fibers, carbon and graphite, manufacturing ",280,621872,1,0
1441295,Arnold Magnetic Technology,Arnold Magnetic Technology,360746900,770 Linden Avenue,Rochester,NY,14625,332999," Magnets, permanent, metallic, manufacturing ",95,172807,1,0
1441296,Industrial Chemicals Inc.,Ensley ,630583643,1125 - 1133 Roberts Industrial Drive,Birmingham,AL,32508,424690, Industrial chemicals merchant wholesalers ,34,70720,1,0
1441297,UT Medical Group DBA University Clinical Health,UT Medical Group DBA University Clinical Health,621162462,"1407 Union Avenue, Suite 700",Memphis,TN,38104,621111," Family physicians' offices (e.g., centers, clinics) ",530,897255,1,0
1441298,Clariant Corporation,Clariant Midland,561356629,3408 East Highway 158,Midland,TX,79706,325998," Inhibitors (e.g., corrosion, oxidation, polymerization) manufacturing ",85,226310,1,0
1441299,Brookdale Senior Living,Brookdale Utica Assisted Living,,45969 North Pointe Blvd ,Utica,MI,483156233,623312, Assisted-living facilities without on-site nursing care facilities ,31,760,1,0
1441300,"F&H Manufacturing Co., Inc.",Porter St,382977793,149 W. Porter St,Jackson,MI,49202,332721, Precision turned product manufacturing ,31,71172,1,0
1441301,Kenworth Sales,Ontario,870222780,90 S.E. 9th Avenue,Ontario,OR,97914,441110," Light utility truck dealers, new only or new and used ",18,37440,2,0
1441302,Industrial Chemicals Inc.,Corporate,630583643,2042 Montreat Dr.,Vestavia,AL,35216,424690, Industrial chemicals merchant wholesalers ,28,58240,2,0
1441303,Industrial Chemical,Jefferson,630583643,1020 Sams Avenue,Jeffeson,LA,70123,424690, Organic chemicals merchant wholesalers ,7,14560,2,0
1441304,Berghorst Foods,Berghorst Foods,382029441,2896 Dormax,Grandville,MI,49468,424410," Groceries, general-line, merchant wholesalers ",24,31248,1,0
1441305,"DiNatale Construction, Inc.","DiNatale Construction, Inc.",262080305,1441 W. Bernard Drive,Addison,IL,60101,237310, Road construction ,30,41686,2,0
1441306,"EnvirOx, LLC",EnvirOx Warehouse,371389449,1830 E. Voorhees St.,Danville,IL,61832,325612," Disinfectants, household-type and industrial, manufacturing ",3,5028,1,0
1441307,"Phillips Southern Electric Co., Inc.","Phillips Southern Electric Co., Inc.",480679791,650 E. Gilbert St.,Wichita,KS,67211,238210, Low voltage electrical work ,57,121368,2,0
1441308,Freightliner of Grand Rapids,Freightliner of Grand Rapids,382181214,5285 Clay Ave SW,Grand Rapids,MI,49548,423110," Tractors, highway, merchant wholesalers ",91,103128,1,0
1441309,Boland Marine ,Tchoupitoulas Street,850485227,1000 Tchoupitoulas Street,New Orleans,LA,70130,336611, Barge building ,52,115386,2,0
1441310,Freightliner of Grand Rapids,Freightliner of Kalamazoo,382181214,5285 Clay Ave SW,Grand Rapids,MI,49548,423110," Tractors, highway, merchant wholesalers ",34,66180,1,0
1441311,Midtenn Farms LLC,Midtenn Farms,611778424,4436 Goodman Road,Adams,TN,37010,111910," Tobacco farming, field and seed production ",11,24600,2,0
1441312,Vanamatic Company,Vanamatic Company,344448082,701 Ambrose Drive,Delphos,OH,45833,332721, Machine shops ,96,190229,1,0
1441313,Totall Metal Recycling,Totall Metal Recycling,371316199,2700 Missouri Ave,Granite City,IL,62040,423930, Metal scrap and waste merchant wholesalers ,125,271079,1,0
1441314,Community Living Inc,Administration,431129770,1040 St Peters Howell Rd,Saint Peters,MO,63376,624120,,110,310086,1,0
1441315,Community Living Inc,Chapel Hill Court,431129770,1007 Chapel Hill Dr,Saint Peters,MO,63376,624120,,110,310086,2,0
1441316,Community Living Inc,Employment,431129770,1054 Rondale Ct,Dardenne Prairie,MO,63368,624120,,110,310086,2,0
1441317,Community Living Inc,Fallon Villa Court,431129770,102 Fallon Villa Ct,Ofallon,MO,63368,624120,,110,310086,2,0
1441318,Community Living Inc,Henry Clever Center,431129770,1056 Rondale Ct,Dardenne Prairie,MO,63366,624120,,110,310086,1,0
1441319,Community Living Inc,Howell Road House,431129770,1701 St Peters Howell Rd,Saint Peters,MO,63376,624120,,110,310086,2,0
1441320,Community Living Inc,Jack Boschert Center,431129770,105 Sheriff Dierker Ct,OFallon ,MO,63366,624120,,110,310086,2,0
1441321,Community Living Inc,Judy Mahon Center,431129770,100 Lee Ann Ct,Saint Charles,MO,63303,624120,,110,310086,2,0
1441322,Community Living Inc,Kellywood House,431129770,47 Kellywood Ct,Saint Peters,MO,63376,624120,,110,310086,2,0
1441323,Community Living Inc,Kenny Wilson Center,431129770,1058 Rondale Ct,Dardenne Prairie,MO,63368,624120,,110,310086,2,0
1441324,Community Living Inc,Marion Lonning Center,431129770,102 Lee Ann Ct,Saint Charles,MO,63303,624120,,110,310086,2,0
1441325,Community Living Inc,Westside,431129770,2610 W Adams St,Saint Charles,MO,63301,624120,,110,310086,1,0
1441326,McDade - Woodcock Inc.,Colorado Office,850277203,15335 E Fremont Dr,Centennial,CO,80112,238210, Electrical contractors ,30,60910,1,0
1441327,Community Living Inc,Red Cedar Court,431129770,38 Red Cedar Ct,Saint Charles,MO,63303,624120,,110,310086,2,0
1441328,Community Living Inc,Respite Care Home,431129770,2939 Mayer Dr,Saint Charles,MO,63301,624120,,110,310086,1,0
1441329,Community Living Inc,Family Center,431129770,107 Sheriff Dierker Ct,Ofallon,MO,63366,624120,,110,310086,1,0
1441330,Community Living Inc,Riverview House,431129770,307 Rio Vista Dr,Saint Charles,MO,63303,624120,,110,310086,1,0
1441331,Community Living Inc,Saint Charles House,431129770,26 San Carlos Dr,Saint Charles,MO,63303,624120,,110,310086,2,0
1441332,Community Living Inc,Saint Peters House,431129770,291 Horstmeier Rd,Saint Peters,MO,63376,624120,,110,310086,2,0
1441333,Community Living Inc,Towerwood House,431129770,816 Carolyn Jean Dr,OFallon,MO,63366,624120,,110,310086,2,0
1441334,Community Living Inc,Universal House,431129770,26 Universal Dr,Saint Peters,MO,63376,624120,,110,310086,2,0
1441335,Community Living Inc,Woodstone House,431129770,5 Barleystone Ct,Harvester,MO,63304,624120,,110,310086,2,0
1441336,Community Living Inc,Shadybrook,431129770,2700 Park Ave,Saint Charles,MO,63301,624120,,110,310086,2,0
1441337,Cash's Drapery Inc.,Cash's Drapery Inc.,931130535,2366 SE Ochoco St.,Milwaukie,OR,97222,238390, Window shade and blind installation ,20,38765,1,0
1441338,Southeastern Electric Cooperative,"Southeastern Electric Cooperative, Inc.",730457520,1514 Magnolia St,Durant,OK,747012495,221122, Distribution of electric power ,33,76000,1,0
1441339,Yacullo Family Enterprises,Grocery Outlet of Auburn CA,862341858,414 Grass Valley Hwy,Auburn,CA,95603,445110, Grocery stores ,40,49385,2,0
1441340,"Emerald Hospitality, LLC",Residence Inn Louisville Airport,611326971,700 Phillips Lane,Louisville,KY,40209,721110, Hotels (except casino hotels) ,30,33786,2,0
1441341,McDade - Woodcock Inc.,New Mexico Office,850277203,2404 Claremont Ave. NE,Albuquerque,NM,87107,238210, Electrical contractors ,55,108301,1,0
1441342,GREENWAY SCHOOLS ISD 316,Greenway High School,416001596,308 Roosevelt Avenue PO Box 520,Coleraine,MN,55722,611110,K-12 Education,108,144066,1,0
1441343,GREENWAY SCHOOLS ISD 316,ISD #316 Administration,416001596,200 Kate Street,Marble,MN,55764,611110,K-12 Education,12,12725,2,0
1441344,GREENWAY SCHOOLS ISD 316,Marble Early Childhood Center,416001596,200 Kate Street PO Box 10,Marble,MN,55764,611110,K-12 Education,8,7998,2,0
1441345,GREENWAY SCHOOLS ISD 316,Subs and Other Employees,416001596,PO Box 170,Marble,MN,55764,611110,K-12 Education,12,1878,2,0
1441346,GREENWAY SCHOOLS ISD 316,Vandyke Elementary School,416001596,300 Cole Avenue PO Box 570,Coleraine,MN,55722,611110,K-12 Education,67,85740,1,0
1441347,ModuleXSolutions,ModuleXSolutions,464698247,601 Benton Kelly,Shreveport,LA,71106,332311," Buildings, prefabricated metal, manufacturing ",168,273066,1,0
1441348,ABC Electrical Services LLC,ABC Electrical Services LLC,611706623,5299 NE 15th St.,Des Moines,IA,50313,238210," Electrical, electrical wiring, and low voltage electrical work ",71,142210,1,0
1441349,"Pioneer Tool & Forge, Inc.","Pioneer Tool & Forge, Inc.",251464590,101 Sixth Street,New Kensington,PA,15068,332111," Cold forgings made from purchased iron or steel, unfinished ",18,29994,1,0
1441350,McDade - Woodcock Inc.,Antelope VLL Site Office,850277203,4250 Messenger Loop,Los Lunas,NM,87031,238210, Electrical contractors ,20,41512,1,0
1441351,"Marion Company, LLC",Construction Services Group,651255277,12451 Hwy 59,Neosho,MO,64850,236220, Commercial building construction general contractors ,32,62048,2,0
1441352,The Best Restoration,TBR 7230 Office ,204083683,"7230 W University Ave,",Gainsville,FL,32607,236118," Fire and flood restoration, single-family housing, general contractors ",30,33217,1,0
1441353,McDade - Woodcock Inc.,Arizona Office,850277203,881 N Airport Rd,Douglas,AZ,85607,238210, Low voltage electrical work ,10,7183,2,0
1441354,M. B. Kahn Construction Co. Inc,M. B. Kahn Spartanburg High School,570347524,447 Plainview Drive,Spartanburg,SC,29307,236220, Institutional building construction ,1,1993,2,0
1441355,SCI Acquisitions LLC DBA Surface Center,SCI Acquisitions LLC DBA Surface Center,472317601,12800 Shawnee Mission Pkwy,Shawnee,KS,66216,327991," Architectural sculptures, stone, manufacturing ",69,140012,1,0
1441356,"Kids On The Go, Inc.","Kids On The Go, Inc.",411668825,4020 29th Street SE,Rochester,MN,55904,926120," Public transportation commissions, nonoperating ",50,62558,1,0
1441357,The Swimming Pool Company Inc,The Swimming Pool Company Inc,911785340,"3077 20th St E, Suite D",Fife,WA,98424,238990," Swimming pool, outdoor, construction ",30,66505,1,0
1441358,"Bludau Steel, LLC", Bludau Fabrication,852313365,431 CR 187,Hallettsville,TX,77964,332312, Fabricated structural metal manufacturing ,49,109149,2,0
1441359,M.B. Kahn Construction Co. Inc.,County of Charleston Library,570347524,4045 Bridgeview Rd.,N. Charleston,SC,29046,236220, Library construction ,11,22578,2,0
1441360,MidWest Transportation,MidWest Transportation,462121998,3101 Missouri Ave,Granite City,IL,62040,484121," General freight trucking, long-distance, truckload (TL) ",28,40836,1,0
1441361,M.B. Kahn Construction Co. Inc.,Florence County Schools,570347524,319 S. Dargan St.,Florence,SC,29506,236220," Addition, alteration and renovation, commercial and institutional building ",2,4845,2,0
1441362,,"HOLSINGER DRYWALL, INC.",841370707,2572 MIDPOINT DRIVE,FORT COLLINS,CO,80525,238310, Drywall contractors ,40,78446,1,0
1441363,"CAGE Drywall, Inc.","CAGE Drywall, Inc.",621406520,"1531 Hunt Club Blvd., Ste 108",Gallatin,TN,37066,238310, Acoustical ceiling tile and panel installation ,20,41218,2,0
1441364,Penn Supermarkets LLC,Penn Township Giant Eagle,251832814,2000 Penny Lane Drive,Jeannette,PA,15644,445110,Supermarkets and other grocery (except convenience,94,152507,1,0
1441365,"Joe Christensen, Inc.","Joe Christensen, Inc.",470522425,1540 Adams Street,Lincoln,NE,68521,323117, Books printing and binding without publishing ,36,63933,1,0
1441366,M.B. Kahn Construction Co. Inc.,Georgetown County School District,570347524,2018 Church St.,Georgetown,SC,29440,236220, Educational building construction ,2,6330,2,0
1441367,"FC Southlake, LLC",Cambria Southlake DFW North Hotel,470981808,2104 E. State Highway 114 ,Southlake,TX,76092,721110, Hotels (except casino hotels) ,16,38769,2,0
1441368,Wall Lenk Corporation,Wall Lenk Corporation,561248986,1950 Dr MLK Jr Blvd,Kinston,NC,28501,332216, Soldering iron tips and tiplets manufacturing ,24,46594,2,0
1441369,"Nefab Packaging North East, LLC",NPNE - Dover NH,474842415,115 Broadway,Dover,NH,3820,321920," Box cleats, wood, manufacturing ",26,48708,1,0
1441370,Heritage Cooperative,Heritage Cooperative: Ada Grain,270840775,332 W Lincoln Street,Ada,OH,45810,424510,Grain and Field Bean Merchant Wholesaler,5,9446,2,0
1441371,Heritage Cooperative,Heritage Cooperative: Alger Grain,270840775,201 S Main Street,Alger,OH,45812,424510,Grain and Field Bean Merchant Wholesaler,2,3484,2,0
1441372,Heritage Cooperative,Heritage Cooperative: Alliance Bulk Plant,270840775,14949 Oyster Road NE,Alliance,OH,44601,424710,Petroleum Bulk Stations and Terminals,4,6930,2,0
1441373,Heritage Cooperative,Heritage Cooperative: Arlington Grain,270840775,301 Sumner Street,Arlington,OH,45814,424510,Grain and Field Bean Merchant Wholesaler,4,4962,2,0
1441374,Heritage Cooperative,Heritage Cooperative: Barnesville Energy and Country Store,270840775,37065 Barnesville Road,Barnesville,OH,43713,424510,Grain and Field Bean Merchant Wholesaler,8,12558,1,0
1441375,Heritage Cooperative,Heritage Cooperative: Bellville Bulk Plant,270840775,32 Fitting Avenue,Bellville,OH,44813,424710,Petroleum Bulk Stations and Terminals,7,11742,2,0
1441376,Heritage Cooperative,Heritage Cooperative: Bethesda Country Store,270840775,109 Depot Street,Bethesda,OH,43719,424510,Grain and Field Bean Merchant Wholesaler,6,11021,1,0
1441377,Heritage Cooperative,Heritage Cooperative: Cairo Grain,270840775,100 Wall Street,Cairo,OH,45820,424510,Grain and Field Bean Merchant Wholesaler,3,6467,2,0
1441378,Heritage Cooperative,Heritage Cooperative: Caldwell Store,270840775,815 Planing Mill Street,Caldwell,OH,43724,424510,Grain and Field Bean Merchant Wholesaler,9,13765,1,0
1441379,Heritage Cooperative,Heritage Cooperative: Cambridge Store,270840775,342 Steubenville Avenue,Cambridge,OH,43725,424510,Grain and Field Bean Merchant Wholesaler,5,9088,2,0
1441380,Heritage Cooperative,"Heritage Cooperative: Canfield Grain, Energy, Office, & Store",270840775,364 Lisbon St,Canfield,OH,44406,424510,Grain and Field Bean Merchant Wholesaler,31,49695,1,0
1441381,Heritage Cooperative,Heritage Cooperative: Carrollton Bulk Plant,270840775,258 Fifth Street NW,Carrollton,OH,44615,424710,Petroleum Bulk Stations and Terminals,1,3046,2,0
1441382,Heritage Cooperative,Heritage Cooperative: Carrollton Lubricants,270840775,1541 Canton Road,Carrollton,OH,44615,424710,Petroleum Bulk Stations and Terminals,7,10168,2,0
1441383,Heritage Cooperative,Heritage Cooperative: Crop Advantage,270840775,2801 E. State Route 296,Urbana,OH,43078,424510,Grain and Field Bean Merchant Wholesaler,2,2982,2,0
1441384,Heritage Cooperative,Heritage Cooperative: DeGraff Grain & Agro.,270840775,113 S. Koke Street,DeGraff,OH,43318,424510,Grain and Field Bean Merchant Wholesaler,10,16894,1,0
1441385,Heritage Cooperative,Heritage Cooperative: Corporate Office,270840775,59 Greif Pkwy,Delaware,OH,43015,424510,Grain and Field Bean Merchant Wholesaler,26,41867,2,0
1441386,Heritage Cooperative,Heritage Cooperative: Derby Grain,270840775,11897 London Road,Derby,OH,43117,424510,Grain and Field Bean Merchant Wholesaler,5,8275,2,0
1441387,Heritage Cooperative,Heritage Cooperative: Dola Grain,270840775,2411 Main Street,Dola,OH,45835,424510,Grain and Field Bean Merchant Wholesaler,2,491,2,0
1441388,Heritage Cooperative,Heritage Cooperative: Maintenance,270840775,629 Harger St,Dover,OH,44615,811111,General Automotive Repair,10,21851,2,0
1441389,Heritage Cooperative,Heritage Cooperative: East Liverpool Grain & Energy,270840775,600 River Road,East Liverpool,OH,43920,424510,Grain and Field Bean Merchant Wholesaler,5,9051,2,0
1441390,Heritage Cooperative,Heritage Cooperative: Fletcher Grain,270840775,701 S. Walnut Street,Fletcher,OH,45326,424510,Grain and Field Bean Merchant Wholesaler,5,9160,2,0
1441391,Heritage Cooperative,Heritage Cooperative: Fresno Agronomy,270840775,23917 State Route 93,Fresno,OH,43824,424510,Grain and Field Bean Merchant Wholesaler,15,39140,1,0
1441392,Heritage Cooperative,Heritage Cooperative: Harrisville OH,270840775,47345 Stump Town Rd,Harrisville,OH,43907,424710,Petroleum Bulk Stations and Terminals,3,7554,2,0
1441393,Heritage Cooperative,Heritage Cooperative: Horton Grain,270840775,9687 CR 20,West Mansfield,OH,43358,424510,Grain and Field Bean Merchant Wholesaler,0,0,2,0
