Author,Title,Type of Ban,Secondary Author(s),Illustrator(s),Translator(s),State,District,Date of Challenge/Removal,Origin of Challenge,Authors,Description,Categories,Page Count,Published Date
"McMann, Lisa",Fade (Wake Series),Banned in Libraries and Classrooms,,,,Texas,Fredericksburg Independent School District,Mar-22,Administrator,Lisa McMann,"For Janie and Cabel, real life is getting tougher than the dreams. Disturbing things are happening at Fieldridge High, yet nobody's talking. When Janie taps into a classmate's violent nightmares, the case finally breaks open - but nothing goes as planned. Not even close. Janie's in way over her head, and Cabe's shocking behaviour has grave consequences for them both. And if that isn't bad enough, Janie has discovered Martha Stubin's journals, and what she learns through them chills her to the bone. For not only is her fate as a Dream Catcher sealed, but what's to come is so much darker than she'd ever feared... It seems that some nightmares never end…",Juvenile Fiction,207,2010-08-05
"McNabb, Charlie","Nonbinary Gender Identities: History, Culture, Resources",Banned in Libraries and Classrooms,,,,Tennessee,Collierville Schools,Feb-22,Administrator,Charlie McNabb,"Nonbinary gender identities are those that fall outside the traditional binary of “man” and “woman.” These include genderfluid, androgynous, genderqueer, and a multitude of other identity terms, some of which overlap. Although there have always been people who identify outside the gender binary, only recently have they gained popular media attention. Despite some visibility, however, nonbinary gender identities are poorly understood by the general public. It is critically important for gender minorities to find themselves in the media that they consume. Just as important is the need for those outside the minority community to understand and appreciate them. Nonbinary gender identities are represented in books and other media, but these resources prove difficult to locate, as classification vocabulary doesn’t evolve as quickly as community language. Reference sources identified include archives and special collections, theses and dissertations, key journals, and related organizations and associations. This timely resource—the first reference on nonbinary gender identities—offers an accessible entry into researching this topic. Written by a nonbinary scholar and librarian, this guide includes valuable appendixes that will aid every researcher and writer: a glossary of the rich vocabulary emerging from nonbinary communities; a guide to pronoun usage; a primer on sex, sexuality, and gender; and Library of Congress Classification information.",Social Science,305,2017-12-08
"McNeil, Gretchen",#MurderTrending (MurderTrending Series),Banned Pending Investigation,,,,Kansas,Goddard Public Schools,Nov-21,Administrator,"Bill Gardner, Johnny Long, Justin Brown","This book helps people find sensitive information on the Web.Google is one of the 5 most popular sites on the internet with more than 380 million unique users per month (Nielsen/NetRatings 8/05). But, Google's search capabilities are so powerful, they sometimes discover content that no one ever intended to be publicly available on the Web including: social security numbers, credit card numbers, trade secrets, and federally classified documents. Google Hacking for Penetration Testers Volume 2 shows the art of manipulating Google used by security professionals and system administrators to find this sensitive information and ""self-police their own organizations.Readers will learn how Google Maps and Google Earth provide pinpoint military accuracy, see how bad guys can manipulate Google to create super worms, and see how they can ""mash up"" Google with MySpace, LinkedIn, and more for passive reconaissance.• Learn Google Searching BasicsExplore Google's Web-based Interface, build Google queries, and work with Google URLs.• Use Advanced Operators to Perform Advanced QueriesCombine advanced operators and learn about colliding operators and bad search-fu.• Learn the Ways of the Google HackerSee how to use caches for anonymity and review directory listings and traversal techniques.• Review Document Grinding and Database DiggingSee the ways to use Google to locate documents and then search within the documents to locate information. • Understand Google's Part in an Information Collection FrameworkLearn the principles of automating searches and the applications of data mining.• Locate Exploits and Finding TargetsLocate exploit code and then vulnerable targets.• See Ten Simple Security SearchesLearn a few searches that give good results just about every time and are good for a security assessment.• Track Down Web ServersLocate and profile web servers, login portals, network hardware and utilities.• See How Bad Guys Troll for DataFind ways to search for usernames, passwords, credit card numbers, social security numbers, and other juicy information.• Hack Google ServicesLearn more about the AJAX Search API, Calendar, Blogger, Blog Search, and more.",Computers,561,2011-04-18
"McQuinn, Anna",Lola at the Library (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Every Tuesday Lola and her mother visit their local library to return and check out books, attend story readings, and share a special treat.",African American children,N/A,2021
"McQuinn, Anna",Lola at the Library with Mommy (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Learn about the library, checking out books, and story time with Lola. Every Tuesday Lola and her mommy go to the library. Lola meets her friends there. They share books and don't have to be quiet all the time. The nice librarian tells stories. There is a big machine that buzzes Lola's books in and out, and she can take any books she wants home with her. Lola and her mommy always stop for a treat on the way home. No wonder Lola loves the library. This gentle story of growing with books encourages little ones to discover the joy of reading as well as getting them ready and excited to visit the library. Sweet, bright illustrations are from a kids-eye point of view. Perfect for a lap read or story time, the first in Lola series, LOLA AT THE LIBRARY is a book young readers will fall in love with.",Juvenile Fiction,0,2006-07-01
"McQuinn, Anna",Lola Gets a Cat (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"In this Lola Reads picture book, Lola learns about caring for a pet in this simple and sweet story about welcoming a new kitty. Lola wants a cat, but Mommy says taking care of a pet is a lot of work. So Lola does her homework. At the library she finds books about cats and pet care and she and Mommy learn as much as they can. She pretends her stuffed kitty is real and practices taking care of it. When the time comes, Lola is allowed to pick out her new friend at an animal shelter. With patience and care, her kitten settles in at home. The Lola Reads series celebrates family time and togetherness through reading, special activities, and new adventures.",Juvenile Fiction,0,2018-05-15
"McQuinn, Anna",Lola Goes to School (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"In this Lola Reads series book, Lola embarks on a new adventure—the first day of school! A comforting and cheerful picture book read that demystifies the school day, perfect for preschoolers and kindergarteners. Lola and her family prepare for the first day of school the night before, then wake up early, take pictures, and head to class. Lola puts her things in her cubby, chooses her activities, reads, plays, and has a snack. Before she knows it, it's time to sing the good-bye song and rush into Mommy's arms for a warm reunion! Lola Goes to School is the 5th title in the much-loved Lola Reads series, as book-loving Lola continues to be curious about the world around her.",Juvenile Fiction,32,2019-06-11
"McQuinn, Anna",Lola Loves Stories (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Bookworms big and small will be charmed by lovable Lola in this delightful sequel to LOLA AT THE LIBRARY that celebrates imagination and the love of reading. Lola loves to go to the library with her daddy. Every night she reads a new story, and the next day, she acts it out. One day she's a fairy princess, the next day she goes on a trip to Lagos! She becomes a tiger, a farmer, a pilot. . . . what will Lola be next? Children and adults will love following along with Lola's adventures. LOLA LOVES STORIES is a wonderful introduction to the power of reading and how it can inspire young minds at the earliest ages.",Juvenile Fiction,0,2010-07-01
"McQuinn, Anna",Lola Loves Stories with Daddy (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Bookworms big and small will be charmed by lovable Lola in this delightful sequel to LOLA AT THE LIBRARY that celebrates imagination and the love of reading. Lola loves to go to the library with her daddy. Every night she reads a new story, and the next day, she acts it out. One day she's a fairy princess, the next day she goes on a trip to Lagos! She becomes a tiger, a farmer, a pilot. . . . what will Lola be next? Children and adults will love following along with Lola's adventures. LOLA LOVES STORIES is a wonderful introduction to the power of reading and how it can inspire young minds at the earliest ages.",Juvenile Fiction,0,2010-07-01
"McQuinn, Anna",Lola Plants a Garden (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Readers who loved Lola at the Library, Lola Loves Stories, and Lola Reads to Leo are in for a backyard treat. After Lola reads a book of garden poems, she wants to plant some flowers. She gets books from the library and chooses her plants. Then Lola and her mommy buy the seeds, make the garden, and mark the rows. Now it?s time to wait. . . .",Juvenile Fiction,31,2014-08-05
"McQuinn, Anna",Lola Reads to Leo (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"Join Lola as she learns what it means to be a big sister, in the third installment in the loveable Lola series. We all know how much Lola loves books, so it is no surprise that she can’t wait to share her love of reading with her new baby brother, Leo. Lola gets ready for little Leo’s arrival by reading books about brothers and sisters and picking out the perfect stories that she just knows her little brother will love. When the baby is finally here, Lola takes on the role of big sister—she helps her mommy and daddy around the house and tells Leo stories to cheer him up when he cries. Simple text and bright and charming illustrations celebrate family, reading, and what it means to be a big sister.",Juvenile Fiction,29,2012-02-01
"McQuinn, Anna",Lola Sleeps Over (Lola Series),Banned in Classrooms,,"Beardshaw, Rosalind",,Pennsylvania,Central York School District,Aug-21,Administrator,Anna McQuinn,"In the latest Lola Reads book, Lola has a new adventure with her cousin Hani: her very first sleepover! Lola has been to her cousin Hani's house many times, but she's never spent the night until now. With a well-stocked suitcase in tow, she and Daddy head to Hani's house. The two girls play, build, dress up, and try new things together before settling in for the night. After French toast breakfast the next morning, Daddy picks Lola up. It was the best sleepover ever. Maybe next time, Hani can stay at Lola's house! A reassuring read for children preparing for their own sleepover adventures.",Juvenile Fiction,0,2021-09-21
"McSmith, Tobly",Act Cool,Banned Pending Investigation,,,,Tennessee,Collierville Schools,Feb-22,Administrator,Tobly McSmith,"*Named a Rainbow Book List Title and one of Bank Street Children's Best Books of the Year* A trans teen walks the fine line between doing whatever it takes for his acting dream and staying true to himself in this moving, thought-provoking YA novel from the acclaimed author of Stay Gold. Aspiring actor August Greene just landed a coveted spot at the prestigious School of Performing Arts in New York. There’s only one problem: His conservative parents won’t accept that he’s transgender. And to stay with his aunt in the city, August must promise them he won’t transition. August is convinced he can play the part his parents want while acting cool and confident in the company of his talented new friends. But who is August when the lights go down? And where will he turn when the roles start hitting a little too close to home?",Young Adult Fiction,310,2021-09-07
"McSmith, Tobly",Stay Gold,Banned Pending Investigation,,,,Tennessee,Collierville Schools,Feb-22,Administrator,Linda MacDonald,"A grieving mother finds comfort in mysterious signs following the tragic death of her son in the inspirational true story, Stay Gold. When Linda A. MacDonald and her husband received the news that no parent ever wants to hear, there seemed to be nothing but grief and darkness ahead. But then unexplainable things began happening-things that convinced them that their son, Ryan, was reaching out to them in order to give them comfort and help them through. From the night when Linda's cries of ""Oh, Ryan"" brought a realization that she was staring at the Orion constellation, to a picture of Ryan appearing on a cell phone without a sender, each new sign appeared to be another message of comfort from beyond this world. With each chapter spanning one day in the six weeks following Ryan's death, Stay Gold is a powerful testament to the hope that can be found after a devastating loss. As inspirational as it is moving, Linda's story will resonate with anyone who has struggled with picking up the pieces-and will open readers' eyes to the often overlooked signs from loved ones who have passed.",N/A,102,2015-05-29
"Mead, Richelle",Vampire Academy (Vampire Academy Series),Banned in Libraries,,,,Florida,Indian River County School District,Nov-21,Administrator,Richelle Mead,"“We’re suckers for it.” — Entertainment Weekly Join the legion of fans who skyrocketed this six-book series to the top of the charts. Start here, with the first book that kicked off the international #1 bestselling Vampire Academy series. Adapted into an original TV series streaming on Peacock! Love and loyalty run deeper than blood. St. Vladimir’s Academy isn’t just any boarding school—it’s a hidden place where vampires are educated in the ways of magic and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They’ve been on the run, but now they’re being dragged back to St. Vladimir’s—the very place where they’re most in danger. . . . Rose and Lissa become enmeshed in forbidden romance, the Academy’s ruthless social scene, and unspeakable nighttime rituals. But they must be careful lest the Strigoi—the world’s fiercest and most dangerous vampires—make Lissa one of them forever.",Young Adult Fiction,354,2007-08-16
"Mead, Richelle",Vampire Academy (Vampire Academy Series),Banned Pending Investigation,,,,Michigan,Gladwin Community Schools,May-22,Administrator,Richelle Mead,"“We’re suckers for it.” — Entertainment Weekly Join the legion of fans who skyrocketed this six-book series to the top of the charts. Start here, with the first book that kicked off the international #1 bestselling Vampire Academy series. Adapted into an original TV series streaming on Peacock! Love and loyalty run deeper than blood. St. Vladimir’s Academy isn’t just any boarding school—it’s a hidden place where vampires are educated in the ways of magic and half-human teens train to protect them. Rose Hathaway is a Dhampir, a bodyguard for her best friend Lissa, a Moroi Vampire Princess. They’ve been on the run, but now they’re being dragged back to St. Vladimir’s—the very place where they’re most in danger. . . . Rose and Lissa become enmeshed in forbidden romance, the Academy’s ruthless social scene, and unspeakable nighttime rituals. But they must be careful lest the Strigoi—the world’s fiercest and most dangerous vampires—make Lissa one of them forever.",Young Adult Fiction,354,2007-08-16
"Meddour, Wendy",Lubna and Pebble,Banned Pending Investigation,,"Egneus, Daniel",,Florida,Duval County Public Schools,Jan-22,Administrator,Wendy Meddour,"""Lubna's best friend is a pebble. Pebble always listens to her stories. Pebble always smiles when she feels scared. But when a lost little boy arrives in the World of Tents, Lubna realizes that he needs Pebble even more than she does."" -- From dust jacket.",JUVENILE FICTION,N/A,2019
"Meddour, Wendy",Lubna and Pebble,Banned in Classrooms,,"Egneus, Daniel",,Pennsylvania,Central York School District,Aug-21,Administrator,Wendy Meddour,"""Lubna's best friend is a pebble. Pebble always listens to her stories. Pebble always smiles when she feels scared. But when a lost little boy arrives in the World of Tents, Lubna realizes that he needs Pebble even more than she does."" -- From dust jacket.",JUVENILE FICTION,N/A,2019
"Medina, Juana",Juana & Lucas (Juana and Lucas Series),Banned Pending Investigation,,,,Florida,Duval County Public Schools,Jan-22,Administrator,Honoré de Balzac,"An Italian and Spanish love triangle with Napoleon's army on the march as the backdrop, 'Juana' is an all-action story about two morally corrupt Italian soldiers in the French army in Spain. They lurk at the rear of the army and descend upon the women and the wealth of defeated towns. As they enter Tarragona, Montefiore spots the lovely Juana and sets about seducing her by inveigling himself with her family. They fall for each other, but Montefiore gets caught in a lie and Juana ends their affair. Then, in a fit of pique, she marries his friend, the other Italian soldier, Diard. It is a decision that sparks a pulsating plot featuring cruelty, a disintegrating marriage, gambling, murder, deception, and a dishonest doctor. 'Juana' is ideal for those who enjoy Bernard Cornwell's 'Sharpe' stories, which were made into a TV series, starring Sean Bean. Honoré de Balzac (1799-1850) was a French novelist and playwright, most famous for a sequence of novels, collectively called 'The Human Comedy'. His signature style was a warts-and-all representation of post-Napoleonic French life, rich in detail and featuring complex, unfiltered characters. The style means Balzac is regarded as one of the pioneers of European literary realism. He is named as an influence on writers including Emile Zola, Henry James, Charles Dickens, and Gustave Flaubert. The first novel he published under his own name was 'Les Chouans' in 1829. In 1834 he hit upon the idea of grouping his novels together to record all of society. The result, over a period of years, was 'The Human Comedy', which comprised three categories: 'Analytic Studies'; 'Philosophical Studies'; and 'Studies of Manners'.",Fiction,72,2022-09-13
"Medina, Meg",Burn Baby Burn,Banned in Libraries,,,,Indiana,Middlebury Community Schools,Dec-21,Administrator,"Nathaniel Montague, Bob Baker","With his dynamic on-air personality and his trademark cry of ''Burn, baby! BURN!'' before spinning the hottest new records, Magnificent Montague was the charismatic voice of soul music in Chicago, New York, and Los Angeles from the mid-1950s to the mid-1960s. In this memoir Montague recounts his momentous radio career, which ran from the era of segregation to that of the civil rights movement. He also tells the broader story of a life spent in the passionate pursuit of knowledge.",Biography & Autobiography,240,2003
"Medina, Meg",Burn Baby Burn,Banned in Classrooms,,,,Texas,Richardson Independent School District,Sep-21,Administrator,"Nathaniel Montague, Bob Baker","With his dynamic on-air personality and his trademark cry of ''Burn, baby! BURN!'' before spinning the hottest new records, Magnificent Montague was the charismatic voice of soul music in Chicago, New York, and Los Angeles from the mid-1950s to the mid-1960s. In this memoir Montague recounts his momentous radio career, which ran from the era of segregation to that of the civil rights movement. He also tells the broader story of a life spent in the passionate pursuit of knowledge.",Biography & Autobiography,240,2003
"Medina, Meg","Mango, Abuela, and Me",Banned in Classrooms,,"Dominguez, Angela",,Pennsylvania,Central York School District,Aug-21,Administrator,Meg Medina,"“A poignant tale of intergenerational connection, transition, and patience. . . . Heartfelt, layered, and beautiful.” — Booklist (starred review) Mia’s abuela has left her sunny house with parrots and palm trees to live with Mia and her parents in the city. While they cook, Mia helps Abuela learn English, and Mia learns some Spanish, too, but it’s still hard for Abuela to learn enough words to tell Mia her stories. Then Mia sees a parrot in the pet-shop window and has the perfecto idea for how to help them all communicate a little better. Here is an endearing tale that speaks loud and clear about the love that binds families across the generations.",Juvenile Fiction,35,2021-03-30
"Medina, Meg",Yaqui Delgado Wants to Kick Your Ass,Banned in Libraries and Classrooms,,,,Florida,Indian River County School District,Nov-21,Administrator,Meg Medina,"Winner of the 2014 Pura Belpré Author Award In Meg Medina’s compelling new novel, a Latina teen is targeted by a bully at her new school — and must discover resources she never knew she had. One morning before school, some girl tells Piddy Sanchez that Yaqui Delgado hates her and wants to kick her ass. Piddy doesn’t even know who Yaqui is, never mind what she’s done to piss her off. Word is that Yaqui thinks Piddy is stuck-up, shakes her stuff when she walks, and isn’t Latin enough with her white skin, good grades, and no accent. And Yaqui isn’t kidding around, so Piddy better watch her back. At first Piddy is more concerned with trying to find out more about the father she’s never met and how to balance honors courses with her weekend job at the neighborhood hair salon. But as the harassment escalates, avoiding Yaqui and her gang starts to take over Piddy’s life. Is there any way for Piddy to survive without closing herself off or running away? In an all-too-realistic novel, Meg Medina portrays a sympathetic heroine who is forced to decide who she really is.",Young Adult Fiction,269,2013-03-26
"Medina, Nico",What Was Stonewall? (What was...? Series),Banned in Classrooms,,"Murray, Jake",,Pennsylvania,Central York School District,Aug-21,Administrator,"Nico Medina, Who HQ","How did a spontaneous protest outside of a New York City bar fifty years ago spark a social movement across America? Find out about the history of LGBTQ rights in this Who HQ title. In the early-morning hours of June 28, 1969, police arrived at the Stonewall Inn's doors and yelled, ""Police! We're taking the place!"" But the people in this New York City neighborhood bar, members of the LGBTQ community, were tired of being harassed. They rebelled in the streets, turning one moment into a civil rights movement and launching the fight for equality among LGBTQ people in the United States.",Juvenile Nonfiction,114,2019-03-12
"Medina, Nico",Who Was Aretha Franklin? (Who was...? Series),Banned in Classrooms,,"Copeland, Gregory",,Pennsylvania,Central York School District,Aug-21,Administrator,"Nico Medina, Who HQ","There is only one QUEEN OF SOUL! Discover why Aretha Franklin garners so much R-E-S-P-E-C-T. Aretha Franklin was a musical and cultural icon whose legacy spanned six decades! Born in Memphis, Tennessee, in 1942, Aretha got her start singing in front of her father's Baptist congregation and found minor success as a gospel singer. She then set her sights on becoming a pop music artist and used her powerful voice and impressive skills on the piano to get a record deal. Aretha released her first of many celebrated albums at the age of 18. In 1987, she was inducted into the Rock and Roll Hall of Fame, making her the first female artist to grace the prestigious list. With iconic hits such as ""Respect"" and ""Think,"" and countless awards to her name including eighteen Grammys, Aretha Franklin was one of the bestselling artists of all time.",Juvenile Nonfiction,114,2018-04-03
"Medina, Tony",I Am Alfonso Jones,Banned in Libraries and Classrooms,,"Robinson, Stacey; Jennings, John",,Florida,Indian River County School District,Nov-21,Administrator,Tony Medina,"The Hate U Give meets The Lovely Bones in this unflinching graphic novel about the afterlife of a young man killed by an off-duty police officer, co-illustrated by New York Times bestselling artist John Jennings.",Young Adult Fiction,0,2017
"Mejia, Tehlor Kay",We Set the Dark on Fire (We Set the Dark on Fire Series),Banned Pending Investigation,,,,Tennessee,Collierville Schools,Feb-22,Administrator,Tehlor Kay Mejia,"“We Set the Dark on Fire burns bright. It will light the way for a new generation of rebels and lovers.” —NPR “Mejia pens a compelling, gripping story that mirrors real world issues of immigration and equality.” —Buzzfeed Five starred reviews!! In this daring and romantic fantasy debut perfect for fans of The Handmaid’s Tale and Latinx authors Zoraida Córdova and Anna-Marie McLemore, society wife-in-training Dani has a great awakening after being recruited by rebel spies and falling for her biggest rival. At the Medio School for Girls, distinguished young women are trained for one of two roles in their polarized society. Depending on her specialization, a graduate will one day run a husband’s household or raise his children. Both paths promise a life of comfort and luxury, far from the frequent political uprisings of the lower class. Daniela Vargas is the school’s top student, but her pedigree is a lie. She must keep the truth hidden or be sent back to the fringes of society. And school couldn’t prepare her for the difficult choices she must make after graduation, especially when she is asked to spy for a resistance group desperately fighting to bring equality to Medio. Will Dani cling to the privilege her parents fought to win for her, or will she give up everything she’s strived for in pursuit of a free Medio—and a chance at a forbidden love?",Young Adult Fiction,311,2019-02-26
"Melleby, Nicole",In the Role of Brie Hutchens...,Banned Pending Investigation,,,,Texas,North East Independent School District,Dec-21,Administrator,Nicole Melleby,"An own-voices LGBTQ novel from the acclaimed author of Hurricane Season, about eighth-grader Brie, who learns how to be true to herself and to her relationships with family, friends, and faith. Introducing Brie Hutchens: soap opera super fan, aspiring actor, and so-so student at her small Catholic school. Brie has big plans for eighth grade. She’s going to be the star of the school play and convince her parents to let her go to the performing arts high school. But when Brie’s mom walks in on her accidentally looking at some possibly inappropriate photos of her favorite actress, Brie panics and blurts out that she’s been chosen to crown the Mary statue during her school’s May Crowning ceremony. Brie’s mom is distracted with pride—but Brie’s in big trouble: she has not been chosen. No one has, yet. Worse, Brie has almost no chance to get the job, which always goes to a top student. Desperate to make her lie become truth, Brie turns to Kennedy, the girl everyone expects to crown Mary. But sometimes just looking at Kennedy gives Brie butterflies. Juggling her confusing feelings with the rapidly approaching May Crowning, not to mention her hilarious non-star turn in the school play, Brie navigates truth and lies, expectations and identity, and how to—finally—make her mother really see her as she is.",Juvenile Fiction,212,2020-06-30
"Meltzer, Brad","I am Martin Luther King, Jr.",Banned in Classrooms,,"Eliopoulos, Christopher",,Pennsylvania,Central York School District,Aug-21,Administrator,Brad Meltzer,"The eighth biography in this New York Times bestselling series features one of America's greatest civil rights heroes, Martin Luther King, Jr. As a child, Martin Luther King, Jr. was shocked by the terrible and unfair way African American people were treated. When he grew up, he decided to do something about it—peacefully, with powerful words. He helped gather people together for nonviolent protests and marches, and he always spoke up about loving other human beings and doing what’s right. He spoke about the dream of a kinder future, and bravely led the way toward racial equality in America. This friendly, fun biography series inspired the PBS Kids TV show Xavier Riddle and the Secret Museum. One great role model at a time, these books encourage kids to dream big. Included in each book are: • A timeline of key events in the hero’s history • Photos that bring the story more fully to life • Comic-book-style illustrations that are irresistibly adorable • Childhood moments that influenced the hero • Facts that make great conversation-starters • A virtue this person embodies: Martin Luther King, Jr.'s dreams of a better future propelled him into action. You’ll want to collect each book in this dynamic, informative series!",Juvenile Nonfiction,25,2016-01-05
"Meltzer, Brad",I Am Rosa Parks,Banned in Classrooms,,"Eliopoulos, Christopher",,Pennsylvania,Central York School District,Aug-21,Administrator,"Rosa Parks, James Haskins","The black woman whose acts of civil disobedience led to the 1965 Supreme Court order to desegregate buses in Montgomer, Alabama, explains what she did and why.",Juvenile Nonfiction,56,1997
"Melvin, Leland",Chasing Space Young Readers' Edition,Banned in Classrooms,,,,Pennsylvania,Central York School District,Aug-21,Administrator,Leland Melvin,"""In Chasing Space, Leland Melvin tackles stupendous obstacles with dogged determination, showing you what is indeed possible in life—if you belive."" —Neil deGrasse Tyson, author of Astrophysics for People in a Hurry and Welcome to the Universe Meet Leland Melvin—football star, NASA astronaut, and professional dream chaser. In this inspiring memoir, adapted from the simultaneous version for adults, young readers will get to learn about Leland Melvin’s remarkable life story, from being drafted by the Detroit Lions to bravely orbiting our planet in the International Space Station to writing songs with will.i.am, working with Serena Williams, and starring in top-rated television shows like The Dog Whisperer, Top Chef, and Child Genius. With do-it-yourself experiments in the back of the book and sixteen pages of striking full-color photographs, this is the perfect book to inspire young readers. When the former Detroit Lion’s football career was cut short by an injury, Leland didn’t waste time mourning his broken dream. Instead, he found a new one—something that was completely out of this world. He joined NASA, braved an injury that nearly left him permanently deaf, and still managed to muster the courage and resolve to travel to space on the shuttle Atlantis to help build the International Space Station. Leland’s problem-solving methods and can-do attitude turned his impossible-seeming dream into reality. Leland’s story introduces readers to the fascinating creative and scientific challenges he had to deal with in space and will encourage the next generation of can-do scientists to dare to follow their dreams. Bill Nye the Science Guy says: “Leland’s story moves fast; once you get started you’ll want to join the chase.”",Juvenile Nonfiction,240,2018-04-10
"Memory, Jelani",A Kids Book About Racism,Banned in Classrooms,,,,Pennsylvania,Central York School District,Aug-21,Administrator,Jelani Memory,"A clear explanation of what racism is and how to recognize it when you see it. As tough as it is to imagine, this book really does explore racism. But it does so in a way that’s accessible to kids. Inside, you’ll find a clear description of what racism is, how it makes people feel when they experience it, and how to spot it when it happens. Covering themes of racism, sadness, bravery, and hate. This book is designed to help get the conversation going. Racism is one conversation that’s never too early to start, and this book was written to be an introduction on the topic for kids aged 5-9. A Kids Book About Racism features: - A friendly, approachable, and kid-appropriate tone throughout. - Expressive font design; allowing kids to have the space to reflect and the freedom to imagine themselves in the words on the pages. - An author who has lived experience on the topic of racism. Tackling important discourse together! The A Kids Book About series are best used when read together. Helping to kickstart challenging, empowering, and important conversations for kids and their grownups through beautiful and thought-provoking pages. The series supports an incredible and diverse group of authors, who are either experts in their field, or have first-hand experience on the topic. A Kids Co. is a new kind of media company enabling kids to explore big topics in a new and engaging way. With a growing series of books, podcasts and blogs, made to empower. Learn more about us online by searching for A Kids Co.",Juvenile Nonfiction,66,2023-07-04
"Mendez, Yamile Saied",¿De Dónde Eres?/Where Are You From?,Banned in Classrooms,,,,Pennsylvania,Central York School District,Aug-21,Administrator,Shelley Martinez,"Written specifically for the latest CSEC Spanish syllabus by an author with over 37 years' experience teaching Spanish in the Caribbean. - Reflects Caribbean contexts in the reading material and includes specific Spanish cultural information in every lesson - Combines traditional exercises with modern ways to engage students, including opportunities to write their own compositions - Provides exam support with questions presented in the CXC format and unique guidance on how to do well in the exam and avoid common mistakes",Foreign Language Study,244,2014-11-28
"Mesrobian, Carrie",Cut Both Ways,Banned Pending Investigation,,,,Texas,North East Independent School District,Dec-21,Administrator,Carrie Mesrobian,"A TOP 10 RAINBOW LIST BOOK William C. Morris YA Debut Award nominee Carrie Mesrobian delivers a “raw, sympathetic coming-of-age story [that] uncovers the messy, painful, yet vitally important process of self-discovery” (Booklist, starred review) when a high school senior comes to terms with his attraction to both his girlfriend and his male best friend. It took Will Caynes seventeen years to have his first kiss. He should be ecstatic…except that it was with his best friend, Angus, while they were both drunk and stoned. Will’s not gay, but he did sort of enjoy whatever it was he felt with Angus. Unsettled by his growing interest in Angus, Will avoids his friend and even starts dating a sophomore, Brandy. When he’s hooking up with her, he’s totally into it, so he must be straight, right? Then why does he secretly keep going back to Angus? Confusing as Will’s feelings are, they’re a welcome distraction from his complicated home life. His father has started drinking earlier each day when he should be working on never-ending house renovations. And his mom—divorced and living in a McMansion with her new husband—isn’t much help, unless she’s buying Will a bunch of stuff he doesn’t need. Between the two of them, neither feels like much of a parent—which leaves Will on his own in figuring things out with his girlfriend and best friend. He loves them both, but deciding who to be with will ultimately hurt someone. Himself, probably the most.",Young Adult Fiction,211,2015-09-01
"Mesrobian, Carrie",Cut Both Ways,Banned in Libraries and Classrooms,,,,Texas,Prosper Independent School District,Mar-22,Administrator,Carrie Mesrobian,"A TOP 10 RAINBOW LIST BOOK William C. Morris YA Debut Award nominee Carrie Mesrobian delivers a “raw, sympathetic coming-of-age story [that] uncovers the messy, painful, yet vitally important process of self-discovery” (Booklist, starred review) when a high school senior comes to terms with his attraction to both his girlfriend and his male best friend. It took Will Caynes seventeen years to have his first kiss. He should be ecstatic…except that it was with his best friend, Angus, while they were both drunk and stoned. Will’s not gay, but he did sort of enjoy whatever it was he felt with Angus. Unsettled by his growing interest in Angus, Will avoids his friend and even starts dating a sophomore, Brandy. When he’s hooking up with her, he’s totally into it, so he must be straight, right? Then why does he secretly keep going back to Angus? Confusing as Will’s feelings are, they’re a welcome distraction from his complicated home life. His father has started drinking earlier each day when he should be working on never-ending house renovations. And his mom—divorced and living in a McMansion with her new husband—isn’t much help, unless she’s buying Will a bunch of stuff he doesn’t need. Between the two of them, neither feels like much of a parent—which leaves Will on his own in figuring things out with his girlfriend and best friend. He loves them both, but deciding who to be with will ultimately hurt someone. Himself, probably the most.",Young Adult Fiction,211,2015-09-01
